Ticker,Beta,Momentum_1Y,Momentum_3Y,Value_PBR,Volatility_1Y,Volatility_3Y,Size_MarketCap,Profitability_ROE,Investment_AssetGrowth
CATY,0.929,0.06536792912961853,0.15107974700795723,1.0863273,0.020908246575442217,0.020311717719668672,3152791808,0.10634,-0.0011633975454144426
CB,0.546,-0.06244469452338164,0.4295455165773352,1.5174812,0.012595152394224965,0.012204482169546418,109038592000,0.1364,0.06877866500203744
CBAN,0.658,0.13411216112630453,0.3695853580169042,1.052433,0.020356886116344997,0.01778397170851808,292301888,0.099,0.018457979277020996
CBAT,2.729,-0.11009174412262679,-0.1848739647324843,0.7278195,0.04003353158188493,0.04118577753969275,85809176,-0.09425,0.07491548975466437
CBFV,0.359,0.20169033568397343,0.7652058908776032,1.095918,0.01568079359514434,0.01711536651162277,163027744,0.07969,0.0174940989265094
CBL,1.539,0.21474350620942828,0.5366815472905049,3.1932864,0.018516587453993514,0.016305463001415926,923974016,0.22149,0.14185348133031023
CBNK,0.689,0.2342548301378662,0.2892883283598897,1.295868,0.0199231079187727,0.01808053231916742,492531168,0.13358,0.44054692890409386
CBRE,1.363,0.3258582312441627,1.2758477814905755,5.81549,0.019343790781743718,0.0184606455438513,48730476544,0.12946999,0.08138194074862516
CBRL,1.326,-0.24799872469560857,-0.6065268463612299,1.7792033,0.03708159650349083,0.030305968800594066,821492096,0.10285,0.00018043075761487194
CBSH,0.583,-0.06846080045434311,-0.09341933467426866,1.8872116,0.016643424591541965,0.01616920519986812,7117960192,0.15601,0.009323536521380151
CBT,0.869,-0.35750716765166746,0.053928260001467,2.4527,0.019428226859052836,0.020319089347732223,3779585536,0.29443002,0.03662597114317425
CBU,0.774,-0.012409085851415425,0.03899073242789175,1.5301882,0.020897020391372097,0.020983377453752568,2966977024,0.11054,0.05337517251656027
CBUS,1.721,-0.6086956437233492,-0.829585788198297,1.048035,0.06531251237003442,0.07676881961823928,78103280,-1.5893899,-0.356976622441501
CBZ,0.897,-0.19427802285321294,0.13769040406746136,1.5098101,0.024765512822426006,0.02002214627129703,2903328512,0.078379996,1.1877571452618723
CC,1.631,-0.2516880206197212,-0.47757355152232694,8.540746,0.041032951825629396,0.035728907396758935,2023921152,-0.8527,-0.08920130893225063
CCAP,0.598,-0.1522696149692364,0.4986612154293646,0.715966,0.015378969319379097,0.013362913441554533,518861664,0.059809998,0.01775554434461794
CCB,0.993,0.7437287670070842,1.5308731461651175,3.3630805,0.026813674785225075,0.024517240340947547,1554423168,0.122250006,0.09898733468355375
CCBG,0.364,0.22417362823671838,0.2978857857087065,1.2937648,0.017993382597902337,0.018767004510750775,699385664,0.119969994,0.004752029108298174
CCCC,2.955,-0.6352000045776367,-0.75,0.9302326,0.06447218887620197,0.08414091745168731,212190064,-0.52992,-0.0713213671898866
CCCS,0.721,-0.20741398034370317,0.0022320875004695484,2.727825,0.01833613300040142,0.016761195423557557,5848273408,0.0029300002,0.04332227699407415
CCEC,0.552,0.12956456787525905,0.6203263315677265,0.8889434,0.02493765945326073,0.020909031247636194,1279036416,0.074499995,0.30971031739334376
CCEP,0.584,0.23260939389935253,1.1655714353701327,5.2693925,0.01321192413605835,0.011690335369498026,41804570624,0.17929001,0.06310248171190265
CCI,0.963,-0.06372675929037996,-0.08949291679601212,-319.28104,0.01620404713852966,0.01640399485733752,42545422336,-1.83279,-0.15031017208710773
CCJ,1.181,0.44514467706661787,2.4293582971148195,5.3952465,0.02982723815607899,0.026656527963558434,36372267008,0.08249,-0.002722955988676127
CCK,0.731,0.04100772438481526,0.4520079116981224,3.7498112,0.015535240037830966,0.016960867513517053,11543294976,0.32824,-0.07888785419715312
CCL,2.686,0.4097743906007869,2.480278468478685,3.299967,0.02896252579402346,0.030329650011555645,39394459648,0.25733998,-0.00128257328990228
CCLD,2.108,0.28174604901621114,-0.19851120324703608,2.4377358,0.06316586244827117,0.067094510644203,136700192,0.22690001,-0.07981908359674145
CCM,-1.039,-0.3164556923823333,-0.6493506344721072,-0.01053377,0.06683679251746001,0.10544765870351427,23445304,-0.29027998,0.1110755420062594
CCNE,0.667,0.05411311455558154,0.09331258549931598,0.878191,0.019836187902512573,0.01989984273037188,718898816,0.08898,0.07631779622201243
CCOI,0.744,-0.4495176118368861,0.03036961557762563,43.944954,0.028430656988085688,0.023026806701046024,2120266624,-0.93587995,-0.011993016606266185
CCRD,0.677,1.2752443926395292,0.2292125427517142,3.8660579,0.031987013632034066,0.031767395935930066,217719152,0.14953,-0.023313383260740138
CCRN,0.392,0.08153074084147405,-0.6398891814546952,1.025641,0.0462370439620032,0.036047649119449354,425905952,-0.019609999,-0.13480818249092597
CCS,1.543,-0.3600716478539908,0.34268306235345647,0.7170703,0.025062059576865074,0.02455917458193791,1801562624,0.10339,0.09496874155968964
CCU,0.338,0.12160361740041026,0.3001894138119736,0.0030750278,0.016664317250136965,0.017223116050325067,2296829952,0.10529,0.16523936526247135
CDE,1.229,1.6324548462990491,3.866666430285859,4.312656,0.04281157934965216,0.0425349586002092,12198744064,0.09879,0.10615816244146617
CDIO,2.856,-0.403318855510975,-0.9769894251580159,0.7399786,0.10199301498454977,0.13297564978519424,7290539,-0.97667,1.378853365872133
CDLX,1.464,-0.5294117664245861,-0.7871397051391413,1.7328519,0.096727224992124,0.0974649633266505,102214848,-1.36442,-0.31600608906476424
CDNA,2.371,-0.37899445097248374,-0.2100271432756814,2.3695333,0.04239669461738218,0.05050354771389966,775782784,0.19639999,0.051890854408280604
CDNS,0.988,0.3055896414549151,1.184179181656218,17.988897,0.026053709975289996,0.021809582627379788,90060668928,0.21839,0.5829431601531778
CDP,0.952,-0.07573905142785498,0.274800718536949,2.126411,0.012646320461398146,0.014381075100498278,3259240192,0.09625,0.0017012144669865498
CDRE,1.337,0.08584695284467125,0.4920974180221389,5.0281315,0.02799457222777434,0.023733893047125098,1671690624,0.12059,0.5137866176228434
CDRO,0.464,-0.17755852544305584,1.4432234541000573,12.608696,0.026145835846880714,0.03677694587915027,304424256,0.17185,0.010040786460521145
CDTX,1.338,7.852941128971869,7.562930910737567,4.605007,0.0868410557058522,0.0700013474926031,2518815232,-0.37050998,2.204475607936745
CDW,1.003,-0.280386259035719,-0.03731192759064861,8.308624,0.020923721616964944,0.017581211704878953,20492658688,0.46388,0.10491847703355765
CDXS,2.503,-0.2218845068503673,-0.543672035320288,4.155844,0.04837487253017763,0.05357531649266213,231084704,-1.1099601,0.09116804944310601
CDZI,1.892,0.5728156208771042,1.7150839313333166,11.198157,0.04319291553465765,0.0417794892969396,398612480,-1.03713,0.25257511129323673
CE,1.134,-0.6937099834724612,-0.5558985161096971,0.83931756,0.04156006132598799,0.029303994402719104,4428330496,-0.23796,-0.140617362860473
CECO,1.284,0.8249534191372632,3.173764987674531,5.7988167,0.034274625699999575,0.03131645922259245,1731077632,0.19869,0.2655512076642828
CEE,1.222,0.5604968396179082,1.5957800957110169,1.1350533,0.024580053411332556,0.01887074343231552,101719248,0.36866,0.26975320384593987
CEF,0.114,0.46231158113003357,1.3912770266001595,1.2082016,0.013816093557487478,0.012612423648905373,7326876160,0.29990998,0.18501869951031788
CEG,1.12,0.2866041929503733,3.0716946667201475,8.133175,0.039347956227028975,0.030943832944755837,109360693248,0.23515,0.04271247882107254
CELC,0.707,3.342219749514147,5.8869223589082464,61.4386,0.11477926036486069,0.07403368580555204,2971566848,-1.34543,0.28189425112613314
CELH,1.37,0.8977202776197135,1.0916807089404195,12.533062,0.038412182768379925,0.037638100561022986,15879454720,0.07909,0.15001666237089917
CELU,0.756,-0.0470308675604626,-0.9127826068712317,-1.9362935,0.10807082568444522,0.08538919790932137,53543100,-63.672432,-0.07788642634252792
CELZ,5.225,-0.14442014464755526,-0.08879044823249649,1.4777023,0.07294115802333782,0.077075341319601,10089880,-0.7985,-0.37759918396220693
CENN,2.221,-0.8271666784220267,-0.997926000058651,0.12478941,0.06143555358503719,0.06814353727086105,10766721,-0.35053003,-0.2855031252629179
CENT,0.594,-0.0745341720025603,-0.0015659100606845167,1.2373947,0.021444497294724717,0.020417665179001815,1814445184,0.08788,0.0517340072123524
CENTA,0.594,-0.025120425177291184,-0.06809209607892408,1.1203384,0.021014872627615186,0.019739345128051606,1814445184,0.08788,0.0517340072123524
CENX,2.522,0.7372524866185248,3.1489969921685983,3.7314777,0.043609711666305166,0.04273793091389504,2703100928,0.12847,0.05031139994584349
CEPU,-0.191,-0.12134493167232863,1.404311118523379,0.0060136938,0.03535732594613379,0.03382534370933844,1343453696,0.094289996,-0.12886564445009013
CERS,1.703,-0.10714282926653429,-0.5833333222954359,5.1903114,0.04098355233266771,0.045303985536521915,287548192,-0.35557,0.016025446527904202
CERT,1.452,0.13571432889724333,0.052109189949519186,1.9081908,0.03639765400621313,0.03298224845808554,2043132032,0.0075499997,0.007653824993282751
CET,0.769,0.14128950406025576,0.6689887221466071,0.8807198,0.009295347825169362,0.008280137066564837,1467512832,0.13553001,0.18897897304251277
CETX,1.513,-0.9653268772522416,-0.9999726362460926,0.33387217,0.07668846747169868,0.0872566132261321,3968360,-9.6472,-0.08953456908375479
CEV,0.577,0.009472918093318183,0.2862877919478759,0.95354295,0.005751268768215553,0.006440656088544756,71461120,-0.024920002,-0.036479890411575476
CEVA,1.292,0.09463987890731929,-0.019504893501120835,2.3443947,0.040338620481240824,0.03396967542592378,624281856,-0.03805,0.015992239012118322
CF,0.918,0.04529072783141053,-0.1462133409744205,2.8043208,0.02095426581613953,0.020046432820581828,13918336000,0.19795,-0.06329994435169728
CFBK,0.451,-0.017132815504926846,0.09341851207151919,0.86614466,0.019401368108175,0.01943424115303609,153232976,0.10746,0.0033556541655433386
CFFI,0.451,0.20902603668512132,0.295397221555844,0.9364684,0.02664339679323338,0.02440788630460851,225061920,0.107,0.05121021218799441
CFFN,0.612,0.1121909416117326,-0.08509998491301907,0.7890159,0.018944033531270152,0.021567337466022178,827275648,0.05929,-0.06385217295354903
CFG,1.143,0.2813825888705739,0.4380888481789327,0.9208324,0.022176603344723496,0.022116686461130356,21840158720,0.067140006,-0.020016759474509378
CFLT,0.964,0.018493452683859823,-0.19357143129621235,7.300356,0.043879751969068084,0.04509925129034645,7784322560,-0.32176998,0.09513212931194578
CFR,0.693,0.05203492356573847,-0.05379946942657743,1.9524769,0.019767523577016884,0.020462787032942988,7917798912,0.15491,0.03294758084358202
CFSB,0.5,1.1129272253681903,0.5923851938489824,1.1883671,0.04452016680643127,0.03133197499571392,93120736,-0.00349,0.008711228019007316
CG,1.99,0.16182316160381283,1.3198790768123905,3.5569031,0.027727791446521644,0.024566395939882194,21004204032,0.21365999,0.09102285606346808
CGAU,1.302,0.4968603355519816,1.5645461884897576,1.3228592,0.02886702088592977,0.02816944158806078,2242475520,0.04383,-0.006854276151082575
CGBD,0.921,-0.21653513795965829,0.40743718272867513,0.7540625,0.014810046767063,0.01339478155393761,903267968,0.06606,-0.008537623714466034
CGC,2.293,-0.6958525331698463,-0.9546391740498864,0.55369127,0.07129366665530101,0.08848767309927699,446296960,-1.01081,-0.29425530442272346
CGEM,-0.116,-0.4987654627686742,-0.37586473922322383,0.97467285,0.03677818050105515,0.03831578602595823,479684064,-0.36009997,0.2842773998207286
CGEN,2.62,0.017543842526623443,1.202531597817142,3.2402234,0.04433055098183585,0.07989544249585193,166929984,-0.35661998,-0.05224421843836023
CGNT,1.621,0.1769784934772105,2.09848484095901,2.9403307,0.030484692658773727,0.03405341923478637,596887360,0.00044,0.05452018928914892
CGNX,1.5,0.1782082497955917,0.028740377266675443,5.160535,0.02933164934493509,0.025122445268069643,7772045312,0.081020005,-0.012370825428731715
CGO,1.093,0.025284105189519623,0.6964810055734318,1.0750023,0.013554384613412322,0.01154973616355892,115077616,0.077080004,0.30111912528351414
CGTX,1.195,2.6016949944474232,-0.005847947508874518,15.740741,0.09079475917828543,0.0769553190493709,149980608,-2.19675,-0.14017575292210563
CHCI,0.125,0.3496761874413714,2.8597884293696625,2.6493554,0.045627591339331294,0.040184079842992486,146941904,0.33269,0.2989246881195058
CHCT,0.678,-0.09541122203545338,-0.45349915363879256,0.86857635,0.017950736341472137,0.019023899252084128,400822080,-0.01579,0.049873494307243825
CHD,0.425,-0.14193885810163032,0.20758574960646525,4.884701,0.013255820369730326,0.012019451419644035,21466798080,0.120749995,0.036631190776268495
CHDN,0.83,-0.2877703570334196,-0.06647860655898485,6.5264874,0.019701104487909397,0.01778484099588335,6747361280,0.4105,0.046064265689023075
CHE,0.429,-0.2655613934299933,-0.03094340587971367,5.3209786,0.019371316119557617,0.015022628873225466,6401345536,0.24136999,0.00028775339534019344
CHEF,1.748,0.4724274482031807,0.7513908843596078,4.3688827,0.022729688091065046,0.02349138342267342,2438014464,0.13643,0.08994573407939689
CHEK,0.691,0.03424654178759057,-0.6943319892767625,-6.08871,0.2255906576416057,0.13952928217700428,8834868,-2.26191,-0.9849302474317464
CHGG,1.902,-0.09868419607920642,-0.9382604789636814,0.9357924,0.06904703720365492,0.054643466118328446,148407984,-1.0391101,-0.49691211676465563
CHI,1.139,0.02788122510331892,0.4185573146910917,1.17003,0.011830507159550068,0.011266730803349114,848799616,0.07024,0.08080369258759165
CHKP,0.603,-0.050565105926234866,0.6696649386749769,7.3633304,0.020344339834564476,0.01579601434634769,20922957824,0.30304,0.01035905539460978
CHMI,1.028,-0.1488827999147222,-0.24927508505027562,0.7003778,0.024594157292570442,0.0215840717495334,88300736,-0.02578,0.07048353472238175
CHN,0.38,0.466855513315356,0.8791019121801564,1.2855413,0.01854762203740349,0.018632345314774427,173407520,0.14474,0.2477720200976414
CHNR,0.27,-0.007911422369743293,-0.6664893491821837,0.08780529,0.06198329906975136,0.10794422345625525,7732295,-0.03852,0.02790309171929852
CHPT,2.554,-0.5890151311269692,-0.9593328302927469,3.584407,0.049825543963667396,0.0511452140553045,253382880,-1.72207,-0.18596599668468128
CHR,0.946,-0.9593220354650459,-0.992000000178814,0.0045473385,0.07687313516544837,0.05976069300972246,2175997,0.07005,0.05786675294232554
CHRD,0.81,-0.27823411166683865,-0.2792043013551109,0.63493305,0.02574449394275292,0.02154437614119756,5105704448,0.03139,0.8815658049565777
CHRS,0.978,0.9178081874873656,-0.8041958085679969,1.6294858,0.060323047698563434,0.05956701488721524,195261808,3.31107,-0.287595059751844
CHRW,0.905,0.19565133951320934,0.44942402419294947,8.431138,0.020244092140703877,0.019188183100988562,15015290880,0.32432997,0.013902795639659501
CHT,0.108,0.18439696833698593,0.44577652596134554,0.9186674,0.009801355548048228,0.008526594846993384,33725501440,0.10469,0.0201550002768544
CHTR,1.051,-0.2234234818252494,-0.29353059191216824,2.0640779,0.026267319597101876,0.024416459530851482,33456596992,0.32652,0.019206076375914614
CHW,1.165,0.12650022502432834,0.758291800028134,1.042654,0.011492465545135406,0.010569833352087254,477705632,0.08316,0.2901799745032647
CHWY,1.627,0.3078034813522219,-0.09022367604889792,38.469715,0.028273697537809186,0.03484273411195046,15016482816,0.34480998,-0.054073441149272435
CHY,1.166,0.039792504344380086,0.4544115004933109,1.1484566,0.010306369365737493,0.01080127438726203,896902848,0.07042,0.08203601328010408
CI,0.462,-0.02022135109497958,0.043651934084600885,2.0410368,0.01869766934307268,0.01734563062626264,82179145728,0.13182999,0.020424061115075182
CIA,0.387,0.14285715696057877,1.08301878576391,1.2107918,0.03942004110036957,0.041630542232043904,277354432,0.053489998,0.009824869616903785
CIB,0.864,1.0761917637016962,2.715308846321798,0.0012826977,0.02006288512976384,0.019722173060828574,14105065472,0.16497,0.0854013201323077
CIEN,1.152,1.4711538726056124,2.6373284229863088,8.340771,0.03694540471783437,0.029241627089919096,23248017408,0.04962,0.007112744008519154
CIF,0.764,0.0758803116087634,0.36663705450453277,0.9455745,0.00832864944397211,0.008312757675924452,30791416,0.086,-0.004850759521953851
CIFR,2.886,1.9944238415737825,18.456522263378382,8.321281,0.07341228262414405,0.07944925571284979,6335838208,-0.21394,0.5110229502752868
CIG,0.488,0.1520254999427435,0.7834905312918037,0.198935,0.019808319577560008,0.022005389961750443,6254518272,0.23587,0.08592727272727273
CIGI,1.57,0.09618889265896957,0.6729846875916692,5.984851,0.018342042913117352,0.019882890522574716,8272872448,0.09239,0.1128195521226619
CII,1.044,0.2555433036241379,0.7054727237964598,1.0138208,0.011679204662553315,0.0100283920208823,939476992,0.12599,0.020428478469418632
CIIT,0.002,-0.8186104297414798,-0.3038094862896822,4.039779,0.13854295823469245,0.10767926093447569,12088054,-1.42251,1.8480624851657068
CIK,0.604,0.04808224517314352,0.5241279203287144,0.9737827,0.009028856874604892,0.010609744532688037,156794720,0.08759,0.08957568210307225
CIM,1.909,-0.06933946023307835,-0.033089377167531575,0.4041995,0.01840750807690845,0.02198693423938883,1088434816,0.073189996,0.014501665171577876
CINF,0.73,0.13525590350491612,0.699382309323686,1.6991813,0.01614252734178441,0.015651447885250008,24311840768,0.13442999,0.11388812597271812
CING,-0.754,-0.258130073421291,-0.985786603314366,3.238687,0.046620380322641826,0.15225384127645583,20462042,-4.1777,3.2574141413447073
CINT,1.151,-0.315561965297386,-0.41646194107394263,2.0643198,0.028678597077915084,0.03596965485367264,639252160,0.11248,-0.061964753470304175
CIO,1.822,0.3262156172716886,-0.1586948014374907,0.556893,0.024098166179800498,0.02928447450250569,280123648,-0.17438999,-0.03685780374969564
CION,1.058,-0.09594065370604465,0.599391976459444,0.6522339,0.015469445065643116,0.014847486891479033,492741120,-0.01273,-0.027973886509828527
CISO,1.921,0.29988599676843597,-0.9774480711592356,4.935065,0.09526053120948098,0.08647504225417192,38900376,-2.69391,-0.4839946109779111
CIVB,0.724,0.25135700016491436,0.08711125719158197,0.8280817,0.021791031409764686,0.021391376369169976,416192544,0.1014,0.06138962422612626
CIVI,1.014,-0.42328820656929866,-0.4693756395229307,0.37357575,0.04014830409958166,0.030030826408885974,2539810816,0.11311,0.060068229994653596
CIX,1.133,-0.12902961790597745,0.5346235158013719,1.9129288,0.04014743189377735,0.040367400662864095,285894944,0.116210006,-0.1309140530052664
CKX,-0.198,-0.2163355777076842,-0.036199146181009056,1.1685319,0.020886900354605803,0.01795237146914809,21865824,0.01951,0.001798238979161987
CL,0.335,-0.17682196993170418,0.17860882315220872,91.898735,0.013319585543118732,0.01101052937487988,64544514048,3.9804401,-0.02116757152443116
CLAR,0.925,-0.1883663003780095,-0.7077382937382981,0.57830095,0.029617293416432898,0.0331718160410472,130182184,-0.33868998,-0.40627611852916595
CLB,1.383,-0.3125601688176848,-0.35706456532732467,2.373165,0.0364958978792171,0.03200381347771274,598834368,0.11778,0.006840099250505206
CLBK,0.336,-0.09220697717456194,-0.3035143616998124,1.4008998,0.02066354791835122,0.022216859878709642,1598382336,0.01338,-0.015976132039173484
CLBT,1.295,-0.020385616510262272,2.727463471224577,10.640335,0.02572713499102768,0.025542940981811563,4346660864,-0.8198,0.29590249303320604
CLDT,1.439,-0.1767522618887627,-0.40222815721053573,0.42486846,0.020035072707043376,0.019225399737000715,334652256,0.01198,-0.06640896475262849
CLDX,1.331,-0.06866508135350347,-0.21848492580865397,2.7069192,0.037070225737565014,0.03529846509277907,1774382848,-0.27175,0.7016624895034008
CLF,1.965,-0.046920845103648134,-0.09090910303463828,1.1210762,0.050126183026283216,0.03657307286434617,6431038464,-0.25277,0.19444602839710326
CLFD,1.787,-0.09383936822982986,-0.706070817378989,1.8197005,0.03166122920032939,0.03296999742176049,481278880,0.00075,-0.11319289935502382
CLGN,0.79,-0.4234694014088105,-0.6490683275803129,2.2990844,0.07848513463737186,0.05770978750539374,28738192,-0.78251,-0.4517376780167614
CLH,1.18,-0.08338828744989946,0.9935919517992087,4.6706963,0.017333802773704953,0.016843011861975118,12680894464,0.14926,0.15579342142224759
CLIR,1.177,-0.011904750923180218,0.18571428206502172,4.170854,0.06407426912994305,0.058544894157488925,43513812,-0.46192002,1.0887139107611548
CLLS,3.073,0.9564031823097836,0.5147679694180374,2.6731198,0.06081464841811333,0.0800568083440445,365630336,-0.4802,0.14740778412660424
CLM,1.128,0.229068978497456,0.7338472107663072,1.1998817,0.014166807231765756,0.012499790715569723,2302344704,0.13613,0.10467865764162444
CLMB,0.984,0.2106345872717792,3.414765727658305,5.5857134,0.029423577362652487,0.028968094889589666,598620736,0.23889999,0.4001247396284072
CLNE,2.704,-0.024734959409867696,-0.5982532698050187,1.0237389,0.04486796884041902,0.039470568205501794,605238208,-0.30766,-0.012360078700520383
CLOV,2.109,-0.24137931844466054,0.9371068295900242,4.5697327,0.039386673194510675,0.04771684046878909,1578538624,-0.1259,0.01764764636717128
CLPS,0.516,-0.2705335852219526,-0.14187927360627806,0.46875,0.0484565975469754,0.04143278357136831,27661410,-0.10578,0.15433168752055726
CLPT,1.191,0.8359789687053529,1.4169154681131646,34.949642,0.06033043639787291,0.050178408031689714,690501952,-0.85679,-0.08138580905276482
CLRB,0.591,-0.9380726678745537,-0.9380726678745537,1.2764572,0.08600961341434145,0.06341999480986912,12512797,-2.73876,1.1095505971555817
CLRO,0.496,-0.48222223917643225,0.34536120367543144,0.54061264,0.08671336480492994,0.08376656839315708,8079866,-0.57637,-0.4763877381938691
CLS,1.643,3.7792874592433785,23.492767122139547,17.721445,0.04766528416551219,0.03604806460516608,31161206784,0.30236,0.016586028350734233
CLSK,3.887,0.32860529297529784,3.8728324926207387,2.207384,0.06115371673679977,0.06576336608422388,4739066368,0.17087,1.5770991283886877
CLST,0.183,0.1597488413788859,0.011022459954921127,0.602628,0.010325495211211948,0.012301198125314114,55045576,0.02694,0.02127840196063957
CLVT,1.447,-0.45331322478441605,-0.6416584330274452,0.48862568,0.03559222159360496,0.032045421830741674,2440155392,-0.08176,-0.09574401108068122
CLW,0.174,-0.3058907290944981,-0.5359430899680253,0.37658837,0.031635775218396674,0.028734829577238517,314997056,-0.04374,0.004426366790285919
CLWT,1.009,-0.20645157618527488,0.030579830176866718,0.6029412,0.036235897272908324,0.0340153685900919,9368718,0.05094,-0.06383363471971067
CLX,0.515,-0.22960813290411797,-0.06778584281154176,45.175842,0.013562360035685853,0.01440007590288056,14391200768,1.69199,-0.033037732568249004
CLYM,-0.06,-0.5708333623078123,-0.3178808093410821,0.7515505,0.053209834929475654,0.06230760401299436,139594032,-0.22918,0.9660447727416741
CM,1.233,0.3432489586622358,1.1275026735742006,1.237886,0.010927391262585497,0.012853644511796611,75397226496,0.13519,0.0679467863768205
CMA,0.974,0.292772710756235,0.29938580134430537,1.3888385,0.022834285125122752,0.02848739134676541,9773323264,0.096920006,-0.07615863177761727
CMBM,1.469,-0.570344823957482,-0.9670718803785946,0.4033657,0.09285258987442217,0.06503753072789131,17601542,-1.12877,-0.19144443372349348
CMBT,-0.04,-0.4139419780041861,-0.12524016117439352,1.3901082,0.02787916355136545,0.026030157196707843,2756612608,0.11853,0.14206675089492524
CMC,1.32,0.09947910561713202,0.3937857605622279,1.5836229,0.0254480455153791,0.021680379305201836,6627013632,0.01994,0.026923101254478398
CMCL,0.386,1.02067982691511,2.6085688628050225,2.635753,0.0365469917683597,0.033419437624506915,628756800,0.17075,0.061105137632004584
CMCM,1.865,0.5691964687228352,2.680628446420198,0.11607172,0.049048760000259026,0.048384300954455006,215755520,-0.1895,-0.022879245556331907
CMCO,1.258,-0.5544018503153508,-0.44941744880363055,0.4612127,0.042395593113192645,0.029330652625635834,425422112,-0.017439999,-0.04773254397038246
CMCSA,0.941,-0.2472062898781382,0.02506326649148316,1.1225659,0.01755595008254493,0.01571070878482989,108550873088,0.24919,0.005286789446057754
CMCT,0.915,-0.5177358591331627,-0.9549859832042991,-0.17947926,0.5684800133344445,0.3305484036383325,5043314,-0.10998,-0.001845825852782765
CME,0.427,0.2321262431253972,0.7509981006706414,3.4170334,0.011616997946017865,0.011187925760876329,96513417216,0.13346,0.05968030801943779
CMG,0.994,-0.3030150740603976,0.3134303700727299,15.821292,0.021659263012265353,0.019159396103364246,55794225152,0.42593,0.1442018646102699
CMI,1.038,0.24811727739227885,0.8707236758329455,4.76835,0.019139379277293124,0.01645101940239989,56213946368,0.2615,-0.014528979846898922
CMMB,0.524,-0.5260736314097025,-0.6175742644373663,1.648,0.04615938516281777,0.055661540512904645,16040424,-1.20159,-0.23416550042887455
CMP,1.571,0.35639102682829216,-0.5398733227642484,3.0091746,0.03540777824222679,0.034054924757594945,752063424,0.17011999,-0.0973086025648082
CMPS,2.224,0.004754391454896645,-0.3897978880566293,3.6499712,0.05803167732670052,0.04851469313968984,608267648,-0.71033996,-0.22581136068003202
CMPX,1.296,1.2486485371892706,0.3866666158040364,6.1721063,0.05930540972871469,0.05189335054049705,713741568,-0.51837003,-0.105000796812749
CMRC,1.088,-0.15357768089208657,-0.669167806608898,10.062241,0.030906584988951134,0.03751346392161282,391565120,-0.55853003,-0.23368343774912287
CMRE,1.306,-0.16120419290372612,0.28606908440944734,0.7075384,0.027533963258542064,0.024602885355804856,1378286464,0.14715,-0.026165013120807896
CMS,0.399,0.08846255580494011,0.4850561970263969,2.753416,0.010908399983352508,0.01154543779906895,22498054144,0.11307,0.07169496076617836
CMT,0.877,0.14704130658287262,0.9209210183905452,1.0705719,0.022146934126204984,0.028472547312198768,164292368,0.06217,-0.01793539134958313
CMTG,1.213,-0.47269887755059536,-0.7274293157067953,0.2689798,0.046458743803659,0.03400153154125211,472598368,-0.21242,-0.13661626986325187
CMTL,1.284,-0.2614213087388637,-0.6946094960854329,0.74026966,0.06603458389571479,0.06466012257244357,85540224,-0.58919996,-0.0841195418359286
CMU,0.709,0.022349314831148215,0.3881984517473971,0.9690779,0.006497467807386728,0.007477054656443078,89479664,0.01682,0.04627521674366697
CNA,0.502,-0.012145352465423143,0.40090672188836374,1.153475,0.013439339240257774,0.013012704083010158,12299035648,0.08542,0.02752236868538579
CNC,0.476,-0.40950818921698895,-0.569293296176791,0.6454966,0.03504853786978806,0.024672552160116833,17690609664,0.07442,-0.025944873052066966
CNCK,0.086,-0.583018875733182,-0.5475946909724432,0.054703645,0.060242985910672765,0.03486013664388437,578200192,-1.41868,-0.058017098893354255
CNDT,1.358,-0.3192612269988976,-0.3192612269988976,0.52847195,0.03157767484306523,0.030750464402829733,407572960,0.022030002,-0.17805186590765337
CNET,0.809,-0.014705868603311245,-0.8857954575626318,1.5193938,0.05539790109775863,0.06251203609466516,6555161,-0.86939,-0.13771922015490073
CNEY,0.732,-0.8838414624572721,-0.9986631579148142,0.0146182,0.07028799310743222,0.1593600015270865,10897366,-0.04053,-0.22055285104217337
CNF,0.062,-0.6661971947333805,-0.793913053429645,0.008064104,0.08932522070036443,0.06652705120936096,32507942,-0.01249,-0.08171614657756819
CNFR,0.766,0.3428571720512559,-0.14545455333615154,0.6412478,0.07430491866291015,0.0754511073630437,19305050,-2.1822999,-0.10757083198671762
CNH,1.58,-0.014718307015207044,-0.0913508626350471,1.7207265,0.022991016823590914,0.020734119387205586,13271200768,0.10777,-0.07205999956772646
CNI,0.857,-0.12255136461037341,-0.1127375558838496,2.7909746,0.0141422037706951,0.012790482207597932,59991863296,0.22296,0.08356434891580906
CNK,1.746,-0.07064065550677745,1.6515987329087527,6.6708922,0.02121405611670393,0.024497103019059056,3026206720,0.71418,0.04759345021501819
CNL,0.825,2.122222241354578,5.938271443230807,13.444976,0.03781603781086518,0.037143214299277506,1036853440,-0.89811,1.507878801665005
CNM,0.988,0.14124535257064164,1.282985954166017,5.3125944,0.027360258529473915,0.02389718527680399,10384557056,0.24606001,0.15801933320181497
CNMD,1.145,-0.22550590516502933,-0.3751248551543356,1.5049217,0.027232379819836564,0.02563939757252877,1509673600,0.11694,0.002706931806274812
CNNE,1.095,-0.013795390621806347,-0.12445613502431774,0.7680723,0.019340699966820876,0.019676725534016785,1072741248,-0.21869,-0.17039490825175865
