Ticker,Beta,Momentum_1Y,Momentum_3Y,Value_PBR,Volatility_1Y,Volatility_3Y,Size_MarketCap,Profitability_ROE,Investment_AssetGrowth,Beta_Rank,Value_PBR_Rank,Volatility_1Y_Rank,Size_MarketCap_Rank,Investment_AssetGrowth_Rank,Momentum_1Y_Rank,Profitability_ROE_Rank,Composite_Rank_Score
BCH,0.141,0.3530356514806765,1.3644541383546795,0.5555858,0.0144923394349839,0.0145931483992856,15485919232,0.22372,-0.0657327309838477,261.5,570.0,456.0,3866.0,1075.0,1024.0,526.0,7778.5
GIGM,0.33,0.311111073827548,0.4274193284786953,0.4962153,0.023828194494992,0.0200029891534239,19562456,-0.01506,-0.0890164956878938,492.0,515.0,1676.0,333.0,891.0,1129.0,2804.0,7840.0
TSI,0.301,0.0710503038611694,0.3702901424028058,0.97940147,0.0053619465336702,0.0064346925294089,240838608,0.09187,-0.061879598383948,444.0,1272.0,13.0,1259.0,1098.0,2096.0,1658.0,7840.0
EIM,0.515,-0.0172841518086028,0.187219723747257,0.8560783,0.0067955183950322,0.0068123844635327,507561280,0.14303,-0.1342801595465133,849.5,941.0,58.0,1769.0,667.0,2604.0,990.5,7879.0
CLST,0.177,0.1891891311374309,0.0619468612377049,0.59809697,0.0107393705327553,0.0124407301305145,54631696,0.02694,0.0212784019606395,286.5,619.0,180.0,588.0,2278.0,1510.0,2486.0,7947.5
SENEA,0.311,0.7180195528010469,1.1085874621788985,1.1280231,0.0174176358413725,0.0211033834954844,728587392,0.07047,-0.1463644791137553,457.0,1601.0,771.0,2024.0,623.0,538.0,1989.0,8003.0
VSTA,-0.035,0.9153846929764636,-0.0928961335713871,0.08104413,0.0345275791101035,0.0313024837972427,399947616,0.10028,-0.0267091996628339,157.5,210.0,2692.0,1598.0,1461.0,384.0,1519.0,8021.5
BANX,0.256,0.1559759015732791,0.8086649992589094,0.9850598,0.0118225900788963,0.0135680115933162,156051008,0.12538,0.0221798509149971,366.0,1295.0,243.0,1021.0,2291.0,1664.0,1167.0,8047.0
EEA,1.02,0.1707473931492014,0.7765012060681069,0.8850718,0.0100548158373092,0.0105420409088578,71736576,0.12899,-0.0549258552625425,2362.0,991.0,156.0,684.0,1160.0,1600.0,1132.0,8085.0
MGYR,0.234,0.4180019315393963,0.4675318728744877,0.9594055,0.013989806999337,0.014739126600553,111601392,0.086780004,0.0491859291165358,340.5,1199.0,409.0,869.0,2715.0,881.0,1738.0,8151.5
PROV,0.377,0.1409218041715489,0.1878910649273828,0.8110736,0.0133977084615528,0.0147606349233245,104246056,0.0484,-0.0208984436409369,574.5,877.0,338.0,833.0,1546.0,1748.0,2266.0,8182.5
HNW,0.625,0.1670512267809658,0.6843826213500426,1.036788,0.0061164785836548,0.0060220047074403,106643240,0.10722,-0.0071175268679368,1110.5,1428.0,35.0,842.0,1780.0,1614.0,1421.0,8230.5
HFBL,0.377,0.1293579897108803,-0.2743934149884331,0.7432396,0.0207701363815451,0.0269303479322308,42137876,0.07199,-0.0354099997730419,574.5,784.0,1270.0,511.0,1359.0,1795.0,1966.0,8259.5
LARK,0.259,0.4295700300288145,0.2896952959617695,1.0564919,0.0206648657345388,0.017831374638786,156612096,0.11798,0.0079850314278542,372.0,1467.0,1261.0,1023.0,2044.0,863.0,1260.0,8290.0
JHS,0.5,0.0714466191150227,0.2707158322301275,0.9749211,0.0053946232597261,0.0060376167308099,136730912,0.14074,0.0133365922600453,820.0,1259.0,14.0,963.0,2137.0,2092.0,1016.0,8301.0
PGP,1.111,0.1519254992690066,0.8043809949718665,1.0520852,0.0107873709920842,0.0114155628924562,98805872,0.19634001,-0.0890172225259704,2666.5,1457.0,184.0,812.0,890.0,1682.0,637.0,8328.5
FSEA,0.026,0.2710383168637766,-0.0924038698693396,0.83423,0.0125347889892052,0.0152028537329976,54690228,-0.0401,0.0170655038657875,186.5,911.0,278.0,589.0,2205.0,1231.0,2937.0,8337.5
FINS,0.233,0.0929776269314197,0.3508057991825719,0.92890555,0.0060671018451133,0.0060496444224083,437927840,0.112440005,-0.0024217586029455,339.0,1120.0,32.0,1665.0,1864.0,1981.0,1351.0,8352.0
VPV,0.657,0.0146907935335145,0.2932756373638716,0.9096406,0.0061496003435122,0.0062157003696661,188193824,0.052849997,-0.267082306457197,1209.0,1053.0,36.0,1124.0,310.0,2403.0,2221.0,8356.0
IH,0.391,0.8582879763115725,0.701154419490547,0.14936441,0.0450141672237427,0.0464803031959218,144792768,0.11715,-0.0212713590877596,606.5,250.0,3310.0,988.0,1544.0,424.0,1271.0,8393.5
AMBO,0.494,2.666666742355108,0.2833333015441894,1.2756792,0.1707227997272181,0.1224329193168609,10997047,0.25902,-0.1553534960614606,807.0,1846.0,4437.0,198.0,593.0,97.0,416.0,8394.0
IGA,0.529,0.1773462302850015,0.6161008079231898,0.9457261,0.0105702321766622,0.0088536690510399,151572960,0.14681,0.0451371215222196,872.0,1166.0,171.0,1006.0,2664.0,1566.0,959.0,8404.0
NIM,0.214,0.0440220815084086,0.1649225403669529,0.9443653,0.0060731428117798,0.0065914359679971,115566680,0.01511,-0.0501237721888061,319.5,1163.0,33.0,883.0,1206.0,2241.0,2580.0,8425.5
BDL,0.799,0.0818380254952579,0.1846208561045645,0.0010615137,0.0294891052963187,0.023708290988346,54365424,0.31577,-0.0252934437363225,1620.0,122.0,2292.0,585.0,1486.0,2040.0,286.0,8431.0
PVBC,0.341,0.1712962402891893,-0.1129032667959365,0.8976087,0.0151509510517447,0.0256804590655208,224968208,0.045879997,-0.0461824728238906,513.0,1029.0,530.0,1223.0,1247.0,1597.0,2292.0,8431.0
WIA,0.549,0.0673925658199139,0.2457132593235689,0.9192628,0.0046182813347079,0.0056300546451125,195440512,0.05034,-0.0863480901398667,921.5,1088.0,7.0,1147.0,911.0,2112.0,2248.0,8434.5
PCM,0.566,-0.0459511250407155,0.165032694528187,1.1200402,0.0119132162259355,0.0139024282164849,81858840,0.093210004,-0.1529531151786863,966.5,1588.0,247.0,738.0,597.0,2759.0,1639.0,8534.5
BKT,0.476,-0.0127755170171295,0.1925162830946969,0.9440148,0.0058794570740057,0.0070709972767789,272795936,0.07217,-0.1235828681894636,760.5,1162.0,27.0,1345.0,719.0,2568.0,1960.5,8542.0
USAC,0.396,0.1211794909949475,0.9295866392239616,-24.010101,0.020069386076838,0.0178139473425726,2916197376,3.1474,0.0032304622984843,614.5,22.0,1159.0,2960.0,1951.0,1836.0,18.0,8560.5
MGF,0.338,0.0209590322048331,0.1725318114495986,0.9728364,0.0064865944535281,0.0070951102406017,100377792,0.049310002,-0.0359437641779149,505.0,1246.0,41.0,819.0,1350.0,2364.0,2260.0,8585.0
DSWL,0.474,0.7125325879789313,0.6270862778849418,0.6289014,0.0227971568828019,0.0221748822231951,64219016,0.11349,0.0822139796175591,754.0,649.0,1553.0,644.0,3123.0,544.0,1335.0,8602.0
IRS,0.41,0.2106435754725824,3.743315059935271,0.0064206016,0.0298546459241626,0.0311830970240698,1009361984,0.11963,-0.1520828156222235,633.0,141.0,2322.0,2258.0,600.0,1419.0,1237.0,8610.0
VTN,0.692,0.0175665240324205,0.350053689946272,0.9269253,0.0065983458617663,0.006910453063872,158061968,0.02882,-0.2991954316093101,1315.0,1110.0,49.0,1032.0,256.0,2385.0,2469.0,8616.0
EBMT,0.327,0.1343847505729341,0.0394121835228169,0.7466551,0.0150840696436392,0.0170158941561841,137572656,0.07194,0.0132121449211963,490.5,788.0,515.0,965.0,2132.0,1773.0,1967.0,8630.5
IROQ,0.38,0.4035851258581711,0.3716700516194728,1.0190202,0.018479481706861,0.0177625904205881,83393168,0.05527,-9.687466558527504e-05,583.5,1391.0,918.0,744.0,1896.0,912.0,2188.5,8633.0
SWKH,0.199,0.4652858786499638,0.4836567360090493,0.7177814,0.0251591405941184,0.0190405181558995,176380128,0.06576,-0.0060403166454253,307.0,749.0,1839.0,1088.0,1802.0,806.0,2062.0,8653.0
WIW,0.534,0.1101796047358067,0.2820509113559826,0.9171659,0.0052546950414221,0.0059440504629965,543315136,0.05027,-0.1251219260348333,885.5,1077.0,12.0,1822.0,711.0,1898.0,2249.0,8654.5
CIF,0.743,0.132155462300809,0.4465676063571784,0.98955464,0.0080894237718305,0.0085510649801899,32223574,0.086,-0.0048507595219538,1459.0,1313.0,109.0,446.0,1822.0,1781.0,1753.0,8683.0
GRF,0.317,0.1669448704963709,0.3612484499057864,0.88139653,0.0174425229879267,0.017899378588169,42071760,0.10779,0.0660693923296385,464.0,983.0,774.0,509.0,2933.0,1615.0,1410.0,8688.0
RWAY,0.616,0.1583302178053154,0.3982620311550602,0.7505858,0.0150842111572158,0.0168641505936406,371220480,0.14312,0.0113070157799681,1090.5,794.0,516.0,1549.0,2105.0,1652.0,989.0,8695.5
